NU_ANO_CENSO,ID_TURMA,NO_TURMA,TX_HR_INICIAL,TX_MI_INICIAL,NU_DURACAO_TURMA,NU_MATRICULAS,TP_MEDIACAO_DIDATICO_PEDAGO,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,TP_ETAPA_ENSINO,CO_CURSO_EDUC_PROFISSIONAL,TP_TIPO_TURMA,IN_MAIS_EDUCACAO,NU_DIAS_ATIVIDADE,IN_DIA_SEMANA_DOMINGO,IN_DIA_SEMANA_SEGUNDA,IN_DIA_SEMANA_TERCA,IN_DIA_SEMANA_QUARTA,IN_DIA_SEMANA_QUINTA,IN_DIA_SEMANA_SEXTA,IN_DIA_SEMANA_SABADO,CO_TIPO_ATIVIDADE_1,CO_TIPO_ATIVIDADE_2,CO_TIPO_ATIVIDADE_3,CO_TIPO_ATIVIDADE_4,CO_TIPO_ATIVIDADE_5,CO_TIPO_ATIVIDADE_6,IN_BRAILLE,IN_RECURSOS_BAIXA_VISAO,IN_PROCESSOS_MENTAIS,IN_ORIENTACAO_MOBILIDADE,IN_SINAIS,IN_COMUNICACAO_ALT_AUMENT,IN_ENRIQ_CURRICULAR,IN_SOROBAN,IN_INFORMATICA_ACESSIVEL,IN_PORT_ESCRITA,IN_AUTONOMIA_ESCOLAR,IN_DISC_QUIMICA,IN_DISC_FISICA,IN_DISC_MATEMATICA,IN_DISC_BIOLOGIA,IN_DISC_CIENCIAS,IN_DISC_LINGUA_PORTUGUESA,IN_DISC_LINGUA_INGLES,IN_DISC_LINGUA_ESPANHOL,IN_DISC_LINGUA_FRANCES,IN_DISC_LINGUA_OUTRA,IN_DISC_LINGUA_INDIGENA,IN_DISC_ARTES,IN_DISC_EDUCACAO_FISICA,IN_DISC_HISTORIA,IN_DISC_GEOGRAFIA,IN_DISC_FILOSOFIA,IN_DISC_ENSINO_RELIGIOSO,IN_DISC_ESTUDOS_SOCIAIS,IN_DISC_SOCIOLOGIA,IN_DISC_EST_SOCIAIS_SOCIOLOGIA,IN_DISC_INFORMATICA_COMPUTACAO,IN_DISC_PROFISSIONALIZANTE,IN_DISC_ATENDIMENTO_ESPECIAIS,IN_DISC_DIVER_SOCIO_CULTURAL,IN_DISC_LIBRAS,IN_DISC_PEDAGOGICAS,IN_DISC_OUTRAS,CO_ENTIDADE,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,TP_REGULAMENTACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_EDUCACAO_INDIGENA
2017,11123161,2M1407215328584,7,20,270,32,1,0,1,0,0,20,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123162,1M1408215328600,7,20,270,35,1,0,1,0,0,21,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123163,2M1408215328618,7,20,270,31,1,0,1,0,0,21,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123164,1M1409215328634,7,20,270,29,1,0,1,0,0,41,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123165,2M1409215328642,7,20,270,31,1,0,1,0,0,41,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123166,1T0606215328287,13,0,260,5,1,0,1,0,0,1,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123167,1T0607215328303,13,0,270,11,1,0,1,0,0,1,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123168,1T0601215328329,13,0,270,10,1,0,1,0,0,2,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123169,1T0602215328345,13,0,270,9,1,0,1,0,0,2,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123170,1T1401215328378,13,0,270,22,1,0,1,0,0,14,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123171,1T1402215328402,13,0,270,16,1,0,1,0,0,15,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123172,2T1402215328410,13,0,270,18,1,0,1,0,0,15,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123173,3T1402215328428,13,0,270,17,1,0,1,0,0,15,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123174,1T1403215328469,13,0,270,25,1,0,1,0,0,16,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123175,1T1404215328493,13,0,270,22,1,0,1,0,0,17,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123176,2T1404215328501,13,0,270,22,1,0,1,0,0,17,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123177,1T1405215328535,13,0,270,30,1,0,1,0,0,18,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123178,1T1406215328568,13,0,270,17,1,0,1,0,0,19,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123179,1T1407215328592,13,0,270,25,1,0,1,0,0,20,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
2017,11123180,1T1408215328626,13,0,270,20,1,0,1,0,0,21,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35114030,3,3506,35026,35,3543907,354390705,4,1,1,0,0,1,1,1,1,1,1,0,0
